Article_ID,DOI,Authors,Year,Continent,Country,City,Bee genus,Bee species,Bee merged,Bee full,Abundance,Bee_ID_per_study,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Centris,aenea,Centris aenea,"Centris aenea Lepeletier, 1841",9,35,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Epicharis,analis,Epicharis analis,"Epicharis analis Lepeletier, 1841",9,36,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Xylocopa,frontalis,Xylocopa frontalis,"Xylocopa frontalis Olivier, 1789",9,37,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Augochloropsis,(Paraugochloropsis),Augochloropsis (Paraugochloropsis),Augochloropsis (Paraugochloropsis) sp4,8,38,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Bombus,brasiliensis,Bombus brasiliensis,"Bombus brasiliensis Lepeletier, 1836",7,39,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Exomalopsis,analis,Exomalopsis analis,"Exomalopsis analis Spinola, 1853",7,40,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Melipona,quinquefasciata,Melipona quinquefasciata,"Melipona quinquefasciata Lepeletier, 1836",7,41,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Schwarziana,quadripunctata,Schwarziana quadripunctata,"Schwarziana quadripunctata Lepeletier, 1836",7,42,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Ceratina,(Crewella),Ceratina (Crewella),Ceratina (Crewella) sp3,7,43,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Augochlora,(Oxystoglossella),Augochlora (Oxystoglossella),Augochlora (Oxystoglossella) sp1,7,44,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Exomalopsis,fulvofasciata,Exomalopsis fulvofasciata,"Exomalopsis fulvofasciata Smith, 1879",6,45,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Melipona,quadrifasciata,Melipona quadrifasciata,"Melipona quadrifasciata Lepeletier, 1836",6,46,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Augochlora,morrae,Augochlora morrae,"Augochlora morrae Strand, 1910",5,47,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Neocorynura,codion,Neocorynura codion,"Neocorynura codion Vachal, 1904",5,48,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Centris,discolor,Centris discolor,"Centris discolor Smith, 1874",4,49,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Melissodes,nigroaenea,Melissodes nigroaenea,"Melissodes nigroaenea Smith, 1854",4,50,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Euglossa,cordata,Euglossa cordata,"Euglossa cordata Linnaeus, 1758",4,51,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Exomalopsis,sp1,Exomalopsis sp1,Exomalopsis sp1,4,52,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Partamona,rustica,Partamona rustica,"Partamona rustica Pedro & Camargo, 2003",4,53,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Paratetrapedia,flaveola,Paratetrapedia flaveola,"Paratetrapedia flaveola Aguiar & Melo, 2011",4,54,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Ceratina,(Ceratinula),Ceratina (Ceratinula),Ceratina (Ceratinula) sp3,4,55,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Augochlora,(Augochlora),Augochlora (Augochlora),Augochlora (Augochlora) sp4,4,56,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Augochloropsis,(Paraugochloropsis),Augochloropsis (Paraugochloropsis),Augochloropsis (Paraugochloropsis) sp2,4,57,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Centris,fuscata,Centris fuscata,"Centris fuscata Lepeletier, 1841",3,58,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Euglossa,truncata,Euglossa truncata,"Euglossa truncata Rebêlo & Moure, 1996",3,59,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Paratetrapedia,conexa,Paratetrapedia conexa,"Paratetrapedia conexa Vachal, 1909",3,60,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Xylocopa,hirsutissima,Xylocopa hirsutissima,"Xylocopa hirsutissima Maidl, 1912",3,61,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Augochlora,(Augochlora),Augochlora (Augochlora),Augochlora (Augochlora) sp2,3,62,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Augochloropsis,(Paraugochloropsis),Augochloropsis (Paraugochloropsis),Augochloropsis (Paraugochloropsis) sp1,3,63,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Megachile,apicipennis,Megachile apicipennis,"Megachile apicipennis Schrottky, 1902",3,64,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Acamptopoeum,prinii,Acamptopoeum prinii,"Acamptopoeum prinii Holmberg, 1884",2,65,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Centris,sp1,Centris sp1,Centris sp1,2,66,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Peponapis,fervens,Peponapis fervens,"Peponapis fervens Smith, 1879",2,67,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Euglossa,townsendi,Euglossa townsendi,"Euglossa townsendi Cockerell, 1904",2,68,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Exaerete,smaragdina,Exaerete smaragdina,"Exaerete smaragdina Guérin, 1844",2,69,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Leiopodus,lacertinus,Leiopodus lacertinus,"Leiopodus lacertinus Smith, 1854",2,70,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Ceratina,(Ceratinula),Ceratina (Ceratinula),Ceratina (Ceratinula) sp1,2,71,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Ceratina,(Ceratinula),Ceratina (Ceratinula),Ceratina (Ceratinula) sp2,2,72,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Ceratina,canaliculata,Ceratina canaliculata,"Ceratina canaliculata Roig-Alsina, 2016",2,73,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Ceratina,oxalidis,Ceratina oxalidis,"Ceratina oxalidis Schrottky, 1907",2,74,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Ceratina,richardsoniae,Ceratina richardsoniae,"Ceratina richardsoniae Schrottky, 1909",2,75,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Augochlora,(Oxystoglossella),Augochlora (Oxystoglossella),Augochlora (Oxystoglossella) sp2,2,76,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Dialictus,sp3,Dialictus sp3,Dialictus sp3,2,77,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Pseudagapostemon,arenarius,Pseudagapostemon arenarius,"Pseudagapostemon arenarius Schrottky, 1902",2,78,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Centris,mocsaryi,Centris mocsaryi,"Centris mocsaryi Smith, 1874",1,79,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Epicharis,albofasciata,Epicharis albofasciata,"Epicharis albofasciata Smith, 1874",1,80,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Melissoptila,cnecomala,Melissoptila cnecomala,"Melissoptila cnecomala Moure, 1944",1,81,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Melissoptila,similis,Melissoptila similis,"Melissoptila similis Urban, 1988",1,82,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Thygater,palliventris,Thygater palliventris,"Thygater palliventris Friese, 1908",1,83,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Euglossa,securigera,Euglossa securigera,"Euglossa securigera Dressler, 1982",1,84,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Exomalopsis,collaris,Exomalopsis collaris,"Exomalopsis collaris Friese, 1899",1,85,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Exomalopsis,fernandoi,Exomalopsis fernandoi,"Exomalopsis fernandoi Moure, 1990",1,86,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Exomalopsis,sp2,Exomalopsis sp2,Exomalopsis sp2,1,87,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Exomalopsis,sp3,Exomalopsis sp3,Exomalopsis sp3,1,88,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Melipona,marginata,Melipona marginata,"Melipona marginata Moure, 1971",1,89,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Melipona,rufiventris,Melipona rufiventris,"Melipona rufiventris Lepeletier, 1836",1,90,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Oxytrigona,tataira,Oxytrigona tataira,"Oxytrigona tataira Smith, 1863",1,91,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Partamona,cupira,Partamona cupira,"Partamona cupira Smith, 1863",1,92,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Plebeia,remota,Plebeia remota,"Plebeia remota Holmberg, 1903",1,93,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Lophopedia,minor,Lophopedia minor,"Lophopedia minor Aguiar, 2009",1,94,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Lophopedia,nigrispinis,Lophopedia nigrispinis,"Lophopedia nigrispinis Vachal, 1909",1,95,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Monoeca,sp1,Monoeca sp1,Monoeca sp1,1,96,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Tetrapedia,diversipes,Tetrapedia diversipes,"Tetrapedia diversipes Klug, 1810",1,97,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Ceratina,(Ceratinula),Ceratina (Ceratinula),Ceratina (Ceratinula) sp4,1,98,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Ceratina,(Crewella),Ceratina (Crewella),Ceratina (Crewella) sp1,1,99,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Ceratina,(Crewella),Ceratina (Crewella),Ceratina (Crewella) sp2,1,100,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Ceratina,sclerops,Ceratina sclerops,"Ceratina sclerops Schrottky, 1907",1,101,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Xylocopa,grisescens,Xylocopa grisescens,"Xylocopa grisescens Lepeletier, 1841",1,102,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Xylocopa,macrops,Xylocopa macrops,"Xylocopa macrops Lepeletier, 1841",1,103,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Xylocopa,ordinaria,Xylocopa ordinaria,"Xylocopa ordinaria Smith, 1874",1,104,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Xylocopa,subcyanea,Xylocopa subcyanea,"Xylocopa subcyanea Pérez, 1901",1,105,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Hylaeus,sp1,Hylaeus sp1,Hylaeus sp1,1,106,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Hylaeus,sp2,Hylaeus sp2,Hylaeus sp2,1,107,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Augochlora,(Augochlora),Augochlora (Augochlora),Augochlora (Augochlora) sp1,1,108,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Augochlora,(Augochlora),Augochlora (Augochlora),Augochlora (Augochlora) sp3,1,109,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Augochlora,(Oxystoglossella),Augochlora (Oxystoglossella),Augochlora (Oxystoglossella) sp3,1,110,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Augochloropsis,(Augochloropsis),Augochloropsis (Augochloropsis),Augochloropsis (Augochloropsis) sp1,1,111,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Augochloropsis,(Paraugochloropsis),Augochloropsis (Paraugochloropsis),Augochloropsis (Paraugochloropsis) sp3,1,112,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Dialictus,sp2,Dialictus sp2,Dialictus sp2,1,113,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Dialictus,sp4,Dialictus sp4,Dialictus sp4,1,114,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Dialictus,sp5,Dialictus sp5,Dialictus sp5,1,115,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Dialictus,sp6,Dialictus sp6,Dialictus sp6,1,116,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Dialictus,sp7,Dialictus sp7,Dialictus sp7,1,117,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Habralictus,sp,Habralictus sp,Habralictus sp,1,118,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Paroxystoglossa,crossotos,Paroxystoglossa crossotos,"Paroxystoglossa crossotos Vachal, 1904",1,119,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Paroxystoglossa,seabrai,Paroxystoglossa seabrai,"Paroxystoglossa seabrai Moure, 1960",1,120,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Temnosoma,sp1,Temnosoma sp1,Temnosoma sp1,1,121,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Coelioxys,sp1,Coelioxys sp1,Coelioxys sp1,1,122,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Megachile,(Austromegachile),Megachile (Austromegachile),Megachile (Austromegachile) sp1,1,123,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Megachile,(Dactylomegachile),Megachile (Dactylomegachile),Megachile (Dactylomegachile) sp1,1,124,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Megachile,(Ptilosarus),Megachile (Ptilosarus),Megachile (Ptilosarus) sp1,1,125,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Megachile,orba,Megachile orba,"Megachile orba Schrottky, 1913",1,126,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Megachile,pseudanthidioides,Megachile pseudanthidioides,"Megachile pseudanthidioides Moure, 1943",1,127,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Megachile,susurrans,Megachile susurrans,"Megachile susurrans Haliday, 1836",1,128,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Anthidiini,sp1,Anthidiini sp1,Anthidiini sp1,1,129,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Anthodioctes,megachiloides,Anthodioctes megachiloides,"Anthodioctes megachiloides Holmberg, 1903",1,130,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Dicranthidium,gregarium,Dicranthidium gregarium,"Dicranthidium gregarium Schrottky, 1905",1,131,,,,,,,,,,,,,,
A10,10.1111/aec.13299,"KP Tavares Brancher, LV Graf, G Heringer…",2023,America,Brazil,Brazil_cities,Epanthidium,sp1,Epanthidium sp1,Epanthidium sp1,1,132,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad006,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Agapostemon,virescens,Agapostemon virescens,Agapostemon virescens,1366,1,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad007,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Eucera,pruinosa,Eucera pruinosa,Eucera (Peponapis) pruinosa,342,2,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad008,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Agapostemon,sericeus,Agapostemon sericeus,Agapostemon sericeus,215,3,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad009,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Lasioglossum,ephialtum,Lasioglossum ephialtum,Lasioglossum ephialtum,111,4,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad010,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Hylaeus,punctatus,Hylaeus punctatus,Hylaeus punctatus,94,5,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad011,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Lasioglossum,imitatum,Lasioglossum imitatum,Lasioglossum imitatum,88,6,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad012,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Melissodes,trinodis,Melissodes trinodis,Melissodes trinodis,84,7,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad013,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Lasioglossum,versatum,Lasioglossum versatum,Lasioglossum versatum,81,8,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad014,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Megachile,rotundata,Megachile rotundata,Megachile rotundata,79,9,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad015,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Melissodes,druriellus,Melissodes druriellus,Melissodes druriellus,71,10,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad016,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Melissodes,subillatus,Melissodes subillatus,Melissodes subillatus,67,11,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad017,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Melissodes,desponsus,Melissodes desponsus,Melissodes desponsus,61,12,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad018,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Anthidium,manicatum,Anthidium manicatum,Anthidium manicatum,57,13,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad019,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Chelostoma,campanularum,Chelostoma campanularum,Chelostoma campanularum,54,14,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad020,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Halictus,ligatus,Halictus ligatus,Halictus ligatus,48,15,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad021,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Lasioglossum,pectorale,Lasioglossum pectorale,Lasioglossum pectorale,48,16,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad022,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Chelostoma,rapunculi,Chelostoma rapunculi,Chelostoma rapunculi,46,17,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad023,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Lasioglossum,pilosum,Lasioglossum pilosum,Lasioglossum pilosum,44,18,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad024,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Lasioglossum,paradmirandum,Lasioglossum paradmirandum,Lasioglossum paradmirandum,37,19,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad025,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Hylaeus,modestus,Hylaeus modestus,Hylaeus modestus,36,20,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad026,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Hylaeus,affinis,Hylaeus affinis,Hylaeus affinis,34,21,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad027,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Megachile,texana,Megachile texana,Megachile texana,34,22,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad028,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Hylaeus,leptocephalus,Hylaeus leptocephalus,Hylaeus leptocephalus,31,23,,,,,,,,,,,,,,
A12,https://doi.org/10.1093/jue/juad029,"AC Ayers, SM Rehan",2023,America,Canada,Toronto,Lasioglossum,laevissimum,Lasioglossum laevissimum,Lasioglossum laevissimum,30,24,,,,,,,,,,,,,,
