Article_ID,DOI,Authors,Year,Continent,Country,City,Bee genus,Bee species,Bee merged,Bee full,Abundance,Bee_ID_per_study,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Dialictus) imitatum (Smith, 1853)","Lasioglossum (Dialictus) imitatum (Smith, 1853)",1221,4,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Bombus,1,"Bombus (Pyrobombus) impatiens Cresson, 1863","Bombus (Pyrobombus) impatiens Cresson, 1863",1097,5,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Melissodes,1,"Melissodes (Heliomelissodes) desponsa Smith, 1854","Melissodes (Heliomelissodes) desponsa Smith, 1854",932,6,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Ceratina,1,"Ceratina (Zadontomerus) calcarata Robertson, 1900","Ceratina (Zadontomerus) calcarata Robertson, 1900",779,7,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Dialictus) versatum (Robertson, 1902)","Lasioglossum (Dialictus) versatum (Robertson, 1902)",664,8,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Hylaeus,1,"Hylaeus (Hylaeus) communis Nylander, 1852","Hylaeus (Hylaeus) communis Nylander, 1852",633,9,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Halictus,1,"Halictus (Odontalictus) ligatus Say, 1837","Halictus (Odontalictus) ligatus Say, 1837",605,10,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Halictus,1,"Halictus (Protohalictus) rubicundus (Christ, 1791)","Halictus (Protohalictus) rubicundus (Christ, 1791)",603,11,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Hoplitis,1,"Hoplitis (Alcidamea) producta producta (Cresson, 1864)","Hoplitis (Alcidamea) producta producta (Cresson, 1864)",587,12,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Halictus,1,"Halictus (Seladonia) confusus confusus Smith, 1853","Halictus (Seladonia) confusus confusus Smith, 1853",558,13,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Dialictus) sagax (Sandhouse, 1924)","Lasioglossum (Dialictus) sagax (Sandhouse, 1924)",554,14,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Dialictus) lineatulum (Crawford, 1906)","Lasioglossum (Dialictus) lineatulum (Crawford, 1906)",434,15,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Apis,1,Apis mellifera,"Apis (Apis) mellifera Linnaeus, 1758",416,16,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Larandrena) miserabilis Cresson, 1872","Andrena (Larandrena) miserabilis Cresson, 1872",395,17,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Hylaeus,1,"Hylaeus (Prosopis) modestus Say, 1837","Hylaeus (Prosopis) modestus Say, 1837",359,18,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Hylaeus,1,"Hylaeus (Spatulariella) hyalinatus Smith, 1842","Hylaeus (Spatulariella) hyalinatus Smith, 1842",357,19,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Melandrena) commoda Smith, 1879","Andrena (Melandrena) commoda Smith, 1879",355,20,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Lasioglossum) coriaceum (Smith, 1853)","Lasioglossum (Lasioglossum) coriaceum (Smith, 1853)",348,21,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Chelostoma,1,"Chelostoma (Foveosmia) campanularum (Kirby, 1802)","Chelostoma (Foveosmia) campanularum (Kirby, 1802)",311,22,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Bombus,1,"Bombus (Cullumanobombus) griseocollis (DeGeer, 1773)","Bombus (Cullumanobombus) griseocollis (DeGeer, 1773)",311,23,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Dialictus) ephialtumGibbs, 2010","Lasioglossum (Dialictus) ephialtumGibbs, 2010",306,24,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Melandrena) nivalis Smith, 1853","Andrena (Melandrena) nivalis Smith, 1853",284,25,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Augochlora,1,"Augochlora (Augochlora) pura pura (Say, 1837)","Augochlora (Augochlora) pura pura (Say, 1837)",262,26,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Megachile,1,"Megachile (Eutricharaea) rotundata (Fabricius, 1787)","Megachile (Eutricharaea) rotundata (Fabricius, 1787)",249,27,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Hylaeus,1,"Hylaeus (Hylaeus) mesillae (Cockerell, 1896)","Hylaeus (Hylaeus) mesillae (Cockerell, 1896)",201,28,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Dialictus) cressonii (Robertson, 1890)","Lasioglossum (Dialictus) cressonii (Robertson, 1890)",188,29,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Peponapis,1,"Peponapis (Peponapis) pruinosa (Say, 1837)","Peponapis (Peponapis) pruinosa (Say, 1837)",181,30,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Chelostoma,1,"Chelostoma (Gyrodromella) rapunculi (Lepeletier, 1841)","Chelostoma (Gyrodromella) rapunculi (Lepeletier, 1841)",169,31,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Trachandrena) hippotes Robertson, 1895","Andrena (Trachandrena) hippotes Robertson, 1895",167,32,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Simandrena) nassonii Robertson, 1895","Andrena (Simandrena) nassonii Robertson, 1895",163,33,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Plastandrena) crataegi Robertson, 1893","Andrena (Plastandrena) crataegi Robertson, 1893",159,34,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Melandrena) carlini Cockerell, 1901","Andrena (Melandrena) carlini Cockerell, 1901",153,35,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Dialictus) tegulare (Robertson, 1890)","Lasioglossum (Dialictus) tegulare (Robertson, 1890)",149,36,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Anthidium,1,"Anthidium (Anthidium) florentinum Fabricius, 1775","Anthidium (Anthidium) florentinum Fabricius, 1775",147,37,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Hylaeus,1,"Hylaeus (Prosopis) affinis (Smith, 1853)","Hylaeus (Prosopis) affinis (Smith, 1853)",142,38,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Bombus,1,"Bombus (Cullumanobombus) rufocinctus Cresson, 1863","Bombus (Cullumanobombus) rufocinctus Cresson, 1863",142,39,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Melissodes,1,"Melissodes (Eumelissodes) subillata LaBerge, 1961","Melissodes (Eumelissodes) subillata LaBerge, 1961",134,40,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Megachile,1,"Megachile (Litomegachile) texana Cresson, 1878","Megachile (Litomegachile) texana Cresson, 1878",128,41,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Mellisodes,1,"Mellisodes (Eumelissodes) druriella (Kirby, 1802)","Mellisodes (Eumelissodes) druriella (Kirby, 1802)",117,42,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Sphecogastra) oenotherae (Stevens, 1920)","Lasioglossum (Sphecogastra) oenotherae (Stevens, 1920)",111,43,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Ceratina,1,"Ceratina (Zadontomerus) dupla Say, 1837","Ceratina (Zadontomerus) dupla Say, 1837",109,44,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Hylaeus,1,"Hylaeus (Spatulariella) punctatus (Brullé, 1832)","Hylaeus (Spatulariella) punctatus (Brullé, 1832)",108,45,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Ceratina,1,"Ceratina (Zadontomerus) mikmaqi Rehan & Sheffield, 2011","Ceratina (Zadontomerus) mikmaqi Rehan & Sheffield, 2011",102,46,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Holandrena) cressonii cressonii Robertson, 1891","Andrena (Holandrena) cressonii cressonii Robertson, 1891",101,47,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Hylaeus,1,"Hylaeus (Hylaeus) annulatus (Linnaeus, 1758)","Hylaeus (Hylaeus) annulatus (Linnaeus, 1758)",100,48,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Leuchalictus) zonulum (Smith, 1848)","Lasioglossum (Leuchalictus) zonulum (Smith, 1848)",100,49,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Dialictus) versans (Lovell, 1905)","Lasioglossum (Dialictus) versans (Lovell, 1905)",99,50,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Anthidium,1,"Anthidium (Anthidium) manicatum Linnaeus, 1758","Anthidium (Anthidium) manicatum Linnaeus, 1758",86,51,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Evylaeus) cinctipes (Provancher, 1888)","Lasioglossum (Evylaeus) cinctipes (Provancher, 1888)",78,52,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Leuchalictus) leucozonium (Schrank, 1781)","Lasioglossum (Leuchalictus) leucozonium (Schrank, 1781)",76,53,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Anthidium,1,"Anthidium (Proantidium) oblongatum (Illiger, 1806)","Anthidium (Proantidium) oblongatum (Illiger, 1806)",74,54,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Melissodes,1,"Melissodes (Eumelissodes) illata Lovell & Cockerell, 1906","Melissodes (Eumelissodes) illata Lovell & Cockerell, 1906",74,55,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Osmia,1,"Osmia (Melanosmia) albiventris Cresson, 1864","Osmia (Melanosmia) albiventris Cresson, 1864",68,56,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Dialictus) hitchensi Gibbs, 2012","Lasioglossum (Dialictus) hitchensi Gibbs, 2012",64,57,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Bombus,1,"Bombus (Pyrobombus) bimaculatus Cresson, 1863","Bombus (Pyrobombus) bimaculatus Cresson, 1863",64,58,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Simandrena) wheeleri Graenicher, 1904","Andrena (Simandrena) wheeleri Graenicher, 1904",60,59,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Taeniandrena) wilkella (Kirby, 1802)","Andrena (Taeniandrena) wilkella (Kirby, 1802)",60,60,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Dialictus) pilosum (Smith, 1853)","Lasioglossum (Dialictus) pilosum (Smith, 1853)",59,61,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Dialictus) leucocomum (Lovell, 1908)","Lasioglossum (Dialictus) leucocomum (Lovell, 1908)",54,62,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Nomada,1,"Nomada bethunei Cockerell, 1903","Nomada bethunei Cockerell, 1903",48,63,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Bombus,1,"Bombus (Psithyrus) citrinus (Smith, 1854)","Bombus (Psithyrus) citrinus (Smith, 1854)",47,64,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Megachile,1,"Megachile (Megachile) centuncularis (Linnaeus, 1858)","Megachile (Megachile) centuncularis (Linnaeus, 1858)",46,65,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Bombus,1,"Bombus (Pyrobombus) vagans vagans Smith, 1854","Bombus (Pyrobombus) vagans vagans Smith, 1854",44,66,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Hylaeus,1,"Hylaeus (Hylaeus) leptocephalus (Morawitz, 1871 [“1870”])","Hylaeus (Hylaeus) leptocephalus (Morawitz, 1871 [“1870”])",41,67,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Megachile,1,"Megachile (Xanthosarus) frigida Smith, 1853","Megachile (Xanthosarus) frigida Smith, 1853",40,68,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Hemihalictus) macoupinense (Robertson, 1895)","Lasioglossum (Hemihalictus) macoupinense (Robertson, 1895)",37,69,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Bombus,1,"Bombus (Pyrobombus) ternarius Say, 1837","Bombus (Pyrobombus) ternarius Say, 1837",36,70,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Megachile,1,"Megachile (Megachile) lapponica Thomson, 1872","Megachile (Megachile) lapponica Thomson, 1872",33,71,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Chelostoma,1,"Chelostoma (Prochelostoma) philadelphi (Robertson, 1891)","Chelostoma (Prochelostoma) philadelphi (Robertson, 1891)",31,72,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Nomada,1,"Nomada luteoloides Robertson, 1895","Nomada luteoloides Robertson, 1895",30,73,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Andrena) mandibularis Robertson, 1892","Andrena (Andrena) mandibularis Robertson, 1892",29,74,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Dialictus) coeruleum (Robertson, 1893)","Lasioglossum (Dialictus) coeruleum (Robertson, 1893)",26,75,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Nomada,1,"Nomada pygmaea Cresson, 1963","Nomada pygmaea Cresson, 1963",26,76,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Melandrena) vicina Smith, 1853","Andrena (Melandrena) vicina Smith, 1853",23,77,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Trachandrena) spiraeana Robertson, 1895","Andrena (Trachandrena) spiraeana Robertson, 1895",23,78,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Megachile,1,"Megachile (Chelostomoides) campanulae (Robertson, 1903)","Megachile (Chelostomoides) campanulae (Robertson, 1903)",23,79,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Anthophora,1,"Anthophora (Clisodon) terminalis Cresson, 1869","Anthophora (Clisodon) terminalis Cresson, 1869",23,80,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Sphecodes,1,"Sphecodes ranunculi Robertson, 1897","Sphecodes ranunculi Robertson, 1897",22,81,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Osmia,1,"Osmia (Melanosmia) atriventris Cresson, 1864","Osmia (Melanosmia) atriventris Cresson, 1864",21,82,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Megachile,1,"Megachile (Litomegachile) mendica Cresson, 1878","Megachile (Litomegachile) mendica Cresson, 1878",21,83,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Augochloropsis,1,"Augochloropsis (Paraugochloropsis) metallica (Fabricius, 1793)","Augochloropsis (Paraugochloropsis) metallica (Fabricius, 1793)",20,84,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Scrapteropsis) morrisonella Viereck, 1917","Andrena (Scrapteropsis) morrisonella Viereck, 1917",20,85,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Melissodes,1,"Melissodes (Eumelissodes) trinodis Robertson, 1901","Melissodes (Eumelissodes) trinodis Robertson, 1901",20,86,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Trachandrena) forbesii Robertson, 1895","Andrena (Trachandrena) forbesii Robertson, 1895",19,87,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Triepeolus,1,"Triepeolus pectoralis (Robertson, 1897)","Triepeolus pectoralis (Robertson, 1897)",19,88,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Dialictus) zephyrum (Smith, 1853)","Lasioglossum (Dialictus) zephyrum (Smith, 1853)",18,89,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Agapostemon,1,"Agapostemon (Agapostemon) texanus Cresson, 1872","Agapostemon (Agapostemon) texanus Cresson, 1872",17,90,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Andrena,1,"Andrena (Cnemiandrena) chromotricha Cockerell, 1899","Andrena (Cnemiandrena) chromotricha Cockerell, 1899",15,91,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Megachile,1,"Megachile (Megachile) relativa Cresson, 1878","Megachile (Megachile) relativa Cresson, 1878",15,92,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Bombus,1,"Bombus (Thoracobombus) fervidus (Fabricius, 1798)","Bombus (Thoracobombus) fervidus (Fabricius, 1798)",15,93,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Dialictus) nigroviride (Graenicher, 1911)","Lasioglossum (Dialictus) nigroviride (Graenicher, 1911)",14,94,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Megachile,1,"Megachile (Xanthosarus) latimanus Say, 1823","Megachile (Xanthosarus) latimanus Say, 1823",14,95,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Lasioglossum,1,"Lasioglossum (Sphecogastra) quebecense (Crawford, 1907)","Lasioglossum (Sphecogastra) quebecense (Crawford, 1907)",13,96,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Osmia,1,"Osmia (Diceratosmia) conjuncta Cresson, 1864","Osmia (Diceratosmia) conjuncta Cresson, 1864",13,97,,,,,,,,,,,,,,
A113,https://doi.org/10.7717/peerj.3051,"É Normandin, NJ Vereecken, CM Buddle, V Fournier",2017,America,Canada,Montreal,Nomada,1,"Nomada maculata Cresson, 1863","Nomada maculata Cresson, 1863",12,98,,,,,,,,,,,,,,
