Doi,Study,Year,Continent,Country,City,Owner_ID,N. hives,Std_owner_ID
-,-,-,Europe,France,Paris,104,4,142
-,-,-,Europe,France,Paris,105,4,141
-,-,-,Europe,France,Paris,106,4,140
-,-,-,Europe,France,Paris,107,4,139
-,-,-,Europe,France,Paris,108,4,138
-,-,-,Europe,France,Paris,109,4,137
-,-,-,Europe,France,Paris,110,4,136
-,-,-,Europe,France,Paris,111,4,135
-,-,-,Europe,France,Paris,112,4,134
-,-,-,Europe,France,Paris,113,4,133
-,-,-,Europe,France,Paris,114,4,132
-,-,-,Europe,France,Paris,115,4,131
-,-,-,Europe,France,Paris,116,4,130
-,-,-,Europe,France,Paris,117,4,129
-,-,-,Europe,France,Paris,118,4,128
-,-,-,Europe,France,Paris,119,4,127
-,-,-,Europe,France,Paris,120,4,126
-,-,-,Europe,France,Paris,121,4,125
-,-,-,Europe,France,Paris,122,4,124
-,-,-,Europe,France,Paris,123,4,123
-,-,-,Europe,France,Paris,124,4,122
-,-,-,Europe,France,Paris,125,4,121
-,-,-,Europe,France,Paris,126,4,120
-,-,-,Europe,France,Paris,127,4,119
-,-,-,Europe,France,Paris,128,5,118
-,-,-,Europe,France,Paris,129,5,117
-,-,-,Europe,France,Paris,130,5,116
-,-,-,Europe,France,Paris,131,5,115
-,-,-,Europe,France,Paris,132,5,114
-,-,-,Europe,France,Paris,133,5,113
-,-,-,Europe,France,Paris,134,5,112
-,-,-,Europe,France,Paris,135,5,111
-,-,-,Europe,France,Paris,136,5,110
-,-,-,Europe,France,Paris,137,5,109
-,-,-,Europe,France,Paris,138,5,108
-,-,-,Europe,France,Paris,139,5,107
-,-,-,Europe,France,Paris,140,5,106
-,-,-,Europe,France,Paris,141,5,105
-,-,-,Europe,France,Paris,142,5,104
-,-,-,Europe,France,Paris,143,5,103
-,-,-,Europe,France,Paris,144,5,102
-,-,-,Europe,France,Paris,145,6,101
-,-,-,Europe,France,Paris,146,6,100
-,-,-,Europe,France,Paris,147,6,99
-,-,-,Europe,France,Paris,148,6,98
-,-,-,Europe,France,Paris,149,6,97
-,-,-,Europe,France,Paris,150,6,96
-,-,-,Europe,France,Paris,151,6,95
-,-,-,Europe,France,Paris,152,6,94
-,-,-,Europe,France,Paris,153,6,93
-,-,-,Europe,France,Paris,154,6,92
-,-,-,Europe,France,Paris,155,6,91
-,-,-,Europe,France,Paris,156,6,90
-,-,-,Europe,France,Paris,157,6,89
-,-,-,Europe,France,Paris,158,6,88
-,-,-,Europe,France,Paris,159,6,87
-,-,-,Europe,France,Paris,160,7,86
-,-,-,Europe,France,Paris,161,7,85
-,-,-,Europe,France,Paris,162,7,84
-,-,-,Europe,France,Paris,163,7,83
-,-,-,Europe,France,Paris,164,7,82
-,-,-,Europe,France,Paris,165,7,81
-,-,-,Europe,France,Paris,166,7,80
-,-,-,Europe,France,Paris,167,7,79
-,-,-,Europe,France,Paris,168,7,78
-,-,-,Europe,France,Paris,169,7,77
-,-,-,Europe,France,Paris,170,7,76
-,-,-,Europe,France,Paris,171,7,75
-,-,-,Europe,France,Paris,172,7,74
-,-,-,Europe,France,Paris,173,7,73
-,-,-,Europe,France,Paris,174,7,72
-,-,-,Europe,France,Paris,175,8,71
-,-,-,Europe,France,Paris,176,8,70
-,-,-,Europe,France,Paris,177,8,69
-,-,-,Europe,France,Paris,178,8,68
-,-,-,Europe,France,Paris,179,8,67
-,-,-,Europe,France,Paris,180,8,66
-,-,-,Europe,France,Paris,181,8,65
-,-,-,Europe,France,Paris,182,8,64
-,-,-,Europe,France,Paris,183,8,63
-,-,-,Europe,France,Paris,184,8,62
-,-,-,Europe,France,Paris,185,9,61
-,-,-,Europe,France,Paris,186,9,60
-,-,-,Europe,France,Paris,187,9,59
-,-,-,Europe,France,Paris,188,9,58
-,-,-,Europe,France,Paris,189,9,57
-,-,-,Europe,France,Paris,190,9,56
-,-,-,Europe,France,Paris,191,9,55
-,-,-,Europe,France,Paris,192,9,54
-,-,-,Europe,France,Paris,193,9,53
-,-,-,Europe,France,Paris,194,11,52
-,-,-,Europe,France,Paris,195,11,51
-,-,-,Europe,France,Paris,196,11,50
-,-,-,Europe,France,Paris,197,11,49
-,-,-,Europe,France,Paris,198,11,48
-,-,-,Europe,France,Paris,199,11,47
-,-,-,Europe,France,Paris,200,11,46
-,-,-,Europe,France,Paris,201,11,45
-,-,-,Europe,France,Paris,202,11,44
-,-,-,Europe,France,Paris,203,11,43
-,-,-,Europe,France,Paris,204,11,42
-,-,-,Europe,France,Paris,205,11,41
-,-,-,Europe,France,Paris,206,12,40
-,-,-,Europe,France,Paris,207,12,39
-,-,-,Europe,France,Paris,208,12,38
-,-,-,Europe,France,Paris,209,12,37
-,-,-,Europe,France,Paris,210,12,36
-,-,-,Europe,France,Paris,211,14,35
-,-,-,Europe,France,Paris,212,14,34
-,-,-,Europe,France,Paris,213,14,33
-,-,-,Europe,France,Paris,214,14,32
-,-,-,Europe,France,Paris,215,14,31
-,-,-,Europe,France,Paris,216,15,30
-,-,-,Europe,France,Paris,217,15,29
-,-,-,Europe,France,Paris,218,15,28
-,-,-,Europe,France,Paris,219,16,27
-,-,-,Europe,France,Paris,220,18,26
-,-,-,Europe,France,Paris,221,19,25
-,-,-,Europe,France,Paris,222,21,24
-,-,-,Europe,France,Paris,223,21,23
-,-,-,Europe,France,Paris,224,23,22
-,-,-,Europe,France,Paris,225,23,21
-,-,-,Europe,France,Paris,226,23,20
-,-,-,Europe,France,Paris,227,24,19
-,-,-,Europe,France,Paris,228,24,18
-,-,-,Europe,France,Paris,229,26,17
-,-,-,Europe,France,Paris,230,28,16
-,-,-,Europe,France,Paris,231,30,15
-,-,-,Europe,France,Paris,232,31,14
-,-,-,Europe,France,Paris,233,34,13
-,-,-,Europe,France,Paris,234,39,12
-,-,-,Europe,France,Paris,235,39,11
-,-,-,Europe,France,Paris,236,53,10
-,-,-,Europe,France,Paris,237,53,9
