buffer,ID,mean.temp,mean.temp.corr
Buffer_250.shp,31,108.7062814,0.87062814
Buffer_250.shp,32,105.2158933,0.521589328
Buffer_250.shp,33,100.9434188,0.094341884
Buffer_250.shp,34,105.1157682,0.511576818
Buffer_250.shp,35,118.9588716,1.895887158
Buffer_250.shp,36,103.3546088,0.335460884
Buffer_250.shp,37,123.4305472,2.343054723
Buffer_250.shp,38,105.0766209,0.507662089
Buffer_250.shp,39,109.6145798,0.961457982
Buffer_250.shp,4,77.31529501,-2.268470499
Buffer_250.shp,40,107.0039534,0.700395336
Buffer_250.shp,41,116.2930583,1.629305834
Buffer_250.shp,42,109.7849544,0.978495437
Buffer_250.shp,43,123.6546898,2.365468979
Buffer_250.shp,44,114.6879907,1.468799071
Buffer_250.shp,45,107.3750725,0.737507254
Buffer_250.shp,46,110.1836828,1.018368279
Buffer_250.shp,47,98.52817718,-0.147182282
Buffer_250.shp,48,110.41894,1.041893999
Buffer_250.shp,49,118.9155221,1.891552205
Buffer_250.shp,5,86.76580648,-1.323419352
Buffer_250.shp,50,100.6863164,0.068631643
Buffer_250.shp,51,121.8189486,2.181894859
Buffer_250.shp,52,128.1489227,2.814892273
Buffer_250.shp,53,128.9799976,2.897999759
Buffer_250.shp,54,126.6413998,2.664139979
Buffer_250.shp,55,124.4240879,2.44240879
Buffer_250.shp,56,127.0641462,2.706414615
Buffer_250.shp,57,104.1119475,0.411194751
Buffer_250.shp,58,110.7383448,1.073834485
Buffer_250.shp,59,122.7178176,2.27178176
Buffer_250.shp,6,115.6821481,1.568214807
Buffer_250.shp,60,109.1198063,0.911980626
Buffer_250.shp,61,123.8941547,2.389415468
Buffer_250.shp,62,123.5096648,2.350966478
Buffer_250.shp,63,115.3877879,1.538778787
Buffer_250.shp,64,125.0946261,2.509462613
Buffer_250.shp,65,123.9872462,2.398724623
Buffer_250.shp,66,114.4551077,1.445510771
Buffer_250.shp,67,109.3808942,0.938089415
Buffer_250.shp,68,111.9875903,1.198759031
Buffer_250.shp,69,134.0675813,3.406758127
Buffer_250.shp,7,90.08239728,-0.991760272
Buffer_250.shp,70,114.2600315,1.426003146
Buffer_250.shp,71,104.4804521,0.448045211
Buffer_250.shp,72,110.1791472,1.017914721
Buffer_250.shp,73,134.3784424,3.437844239
Buffer_250.shp,74,122.0830633,2.208306329
Buffer_250.shp,75,124.0737361,2.407373611
Buffer_250.shp,76,110.5010554,1.050105545
Buffer_250.shp,77,112.5783736,1.257837364
Buffer_250.shp,78,132.9452151,3.294521509
Buffer_250.shp,79,131.8323004,3.183230043
Buffer_250.shp,8,110.3232502,1.032325024
Buffer_250.shp,80,132.9609515,3.296095146
Buffer_250.shp,81,129.0404255,2.904042551
Buffer_250.shp,82,132.3083993,3.230839932
Buffer_250.shp,83,116.112501,1.611250098
Buffer_250.shp,84,117.5601565,1.756015655
Buffer_250.shp,85,110.3530308,1.035303084
Buffer_250.shp,86,134.5637492,3.456374918
Buffer_250.shp,87,133.9102285,3.391022845
Buffer_250.shp,88,130.2333252,3.023332516
Buffer_250.shp,89,99.68985472,-0.031014528
Buffer_250.shp,9,69.60099874,-3.039900126
Buffer_250.shp,90,107.3429863,0.734298634
Buffer_250.shp,91,110.549637,1.054963698
Buffer_250.shp,92,111.7187164,1.171871643
Buffer_250.shp,93,123.42291,2.342291003
Buffer_250.shp,94,123.6425057,2.36425057
Buffer_250.shp,95,123.7665625,2.376656246
Buffer_250.shp,96,110.3533564,1.035335642
Buffer_250.shp,97,112.2571566,1.225715656
Buffer_250.shp,98,110.4138199,1.04138199
Buffer_250.shp,99,110.5498592,1.054985916
Buffer_500.shp,1,72.92693345,-2.707306655
Buffer_500.shp,10,122.7983789,2.27983789
Buffer_500.shp,100,123.116508,2.311650799
Buffer_500.shp,101,122.9407212,2.294072116
Buffer_500.shp,102,119.5369805,1.953698051
Buffer_500.shp,103,130.9903957,3.099039572
Buffer_500.shp,104,130.9903957,3.099039572
Buffer_500.shp,105,120.5874324,2.058743244
Buffer_500.shp,106,112.7364727,1.27364727
Buffer_500.shp,107,133.3421871,3.334218705
Buffer_500.shp,108,134.5069418,3.450694181
Buffer_500.shp,109,139.507943,3.950794303
Buffer_500.shp,11,109.4443064,0.944430643
Buffer_500.shp,110,113.2646256,1.326462562
Buffer_500.shp,111,128.2127075,2.821270752
Buffer_500.shp,112,84.14246227,-1.585753773
Buffer_500.shp,113,129.0610996,2.906109957
Buffer_500.shp,114,118.8013096,1.880130962
Buffer_500.shp,115,121.8886246,2.18886246
Buffer_500.shp,116,135.6474178,3.564741784
Buffer_500.shp,117,141.1083994,4.110839937
Buffer_500.shp,118,117.8527868,1.785278682
Buffer_500.shp,119,114.9328862,1.493288623
Buffer_500.shp,12,113.6620605,1.366206055
Buffer_500.shp,120,132.8483797,3.284837972
Buffer_500.shp,121,128.8191376,2.881913764
Buffer_500.shp,122,135.851026,3.585102599
Buffer_500.shp,123,80.38297277,-1.961702723
Buffer_500.shp,124,66.33988876,-3.366011124
Buffer_500.shp,125,115.4569237,1.54569237
Buffer_500.shp,126,117.5106545,1.751065452
Buffer_500.shp,127,118.8689043,1.886890434
Buffer_500.shp,128,115.488447,1.548844697
Buffer_500.shp,129,111.83747,1.183746997
Buffer_500.shp,13,113.0927678,1.30927678
Buffer_500.shp,130,130.5371344,3.053713439
Buffer_500.shp,131,111.3198747,1.131987475
Buffer_500.shp,132,129.7337382,2.973373823
Buffer_500.shp,133,128.9540559,2.895405586
Buffer_500.shp,134,109.5138619,0.951386187
Buffer_500.shp,135,109.328374,0.932837398
Buffer_500.shp,136,130.70496,3.070496004
Buffer_500.shp,137,112.0541071,1.205410711
Buffer_500.shp,138,106.7702353,0.677023531
Buffer_500.shp,139,108.9676584,0.896765839
Buffer_500.shp,14,112.6738665,1.267386649
Buffer_500.shp,140,119.9037224,1.990372241
Buffer_500.shp,141,128.0900109,2.80900109
Buffer_500.shp,142,124.798877,2.4798877
Buffer_500.shp,143,115.8052023,1.580520226
Buffer_500.shp,144,60.52605052,-3.947394948
Buffer_500.shp,145,108.2083114,0.820831137
Buffer_500.shp,146,114.7520772,1.475207722
Buffer_500.shp,147,123.7938441,2.379384412
Buffer_500.shp,148,107.8627145,0.78627145
Buffer_500.shp,149,122.1588974,2.215889736
Buffer_500.shp,15,105.8595253,0.585952525
Buffer_500.shp,150,115.4445255,1.544452549
Buffer_500.shp,151,117.454165,1.745416502
Buffer_500.shp,152,99.38311965,-0.061688035
Buffer_500.shp,153,118.8736989,1.887369886
Buffer_500.shp,154,112.0298777,1.202987773
Buffer_500.shp,155,119.1592982,1.915929819
Buffer_500.shp,156,107.6721628,0.767216281
Buffer_500.shp,157,114.7847906,1.47847906
Buffer_500.shp,158,115.2146643,1.521466433
Buffer_500.shp,159,115.9433769,1.59433769
Buffer_500.shp,16,108.5818908,0.858189079
Buffer_500.shp,160,112.1740454,1.217404539
Buffer_500.shp,161,115.0477477,1.504774772
Buffer_500.shp,162,112.9783109,1.297831093
Buffer_500.shp,163,100.1599901,0.015999014
Buffer_500.shp,164,110.1753831,1.017538312
Buffer_500.shp,165,112.7285357,1.272853567
Buffer_500.shp,166,94.93988753,-0.506011247
Buffer_500.shp,167,113.9507262,1.39507262
Buffer_500.shp,168,98.19668246,-0.180331754
Buffer_500.shp,169,112.2341366,1.223413661
Buffer_500.shp,17,110.8738932,1.087389325
Buffer_500.shp,170,73.24912873,-2.675087127
Buffer_500.shp,171,91.85600405,-0.814399595
Buffer_500.shp,172,107.7405013,0.774050132
Buffer_500.shp,173,108.9765025,0.897650251
Buffer_500.shp,174,108.0692809,0.806928091
Buffer_500.shp,175,81.97630762,-1.802369238
Buffer_500.shp,176,90.87906968,-0.912093032
Buffer_500.shp,177,75.35695376,-2.464304624
Buffer_500.shp,178,23.85830025,-7.614169975
Buffer_500.shp,179,63.19086229,-3.680913771
Buffer_500.shp,18,115.9737386,1.59737386
Buffer_500.shp,180,74.81435812,-2.518564188
Buffer_500.shp,181,99.07995444,-0.092004556
Buffer_500.shp,182,0,-10
Buffer_500.shp,183,0,-10
Buffer_500.shp,184,73.4378244,-2.65621756
Buffer_500.shp,19,122.3287563,2.232875633
Buffer_500.shp,2,111.1697283,1.116972834
Buffer_500.shp,20,108.3222736,0.832227362
Buffer_500.shp,21,112.717709,1.271770899
Buffer_500.shp,22,121.5617625,2.156176246
Buffer_500.shp,23,107.8353503,0.783535028
Buffer_500.shp,24,126.6204804,2.66204804
Buffer_500.shp,25,110.4147116,1.041471164
Buffer_500.shp,26,108.6908936,0.869089363
Buffer_500.shp,27,125.9891318,2.598913176
Buffer_500.shp,28,128.5182908,2.851829076
Buffer_500.shp,29,115.9112153,1.591121535
Buffer_500.shp,3,64.43972323,-3.556027677
Buffer_500.shp,30,126.0278165,2.602781647
Buffer_500.shp,31,108.6249713,0.862497131
Buffer_500.shp,32,105.4249368,0.542493678
Buffer_500.shp,33,100.5169345,0.051693447
Buffer_500.shp,34,105.3159876,0.531598765
Buffer_500.shp,35,117.5555111,1.755551114
Buffer_500.shp,36,102.2621843,0.226218432
Buffer_500.shp,37,123.5731966,2.357319658
Buffer_500.shp,38,106.4885409,0.648854091
Buffer_500.shp,39,110.0423988,1.004239883
Buffer_500.shp,4,54.86502392,-4.513497608
Buffer_500.shp,40,109.6025177,0.96025177
Buffer_500.shp,41,115.5864374,1.558643743
Buffer_500.shp,42,110.573558,1.057355799
Buffer_500.shp,43,124.2328698,2.423286977
Buffer_500.shp,44,112.7812314,1.278123144
Buffer_500.shp,45,108.0939668,0.809396683
Buffer_500.shp,46,110.580625,1.058062497
Buffer_500.shp,47,84.21793872,-1.578206128
Buffer_500.shp,48,110.7215782,1.072157823
Buffer_500.shp,49,121.0980808,2.10980808
Buffer_500.shp,5,63.23414899,-3.676585101
Buffer_500.shp,50,91.0958607,-0.89041393
Buffer_500.shp,51,120.981555,2.098155496
Buffer_500.shp,52,126.0590107,2.605901067
Buffer_500.shp,53,126.441266,2.644126596
Buffer_500.shp,54,126.4995238,2.649952384
Buffer_500.shp,55,124.2647299,2.42647299
Buffer_500.shp,56,125.4733283,2.547332829
Buffer_500.shp,57,102.9912802,0.299128022
Buffer_500.shp,58,111.0970083,1.109700829
Buffer_500.shp,59,122.4652187,2.246521869
Buffer_500.shp,6,115.8499922,1.58499922
Buffer_500.shp,60,107.4056452,0.740564522
Buffer_500.shp,61,122.738821,2.273882105
Buffer_500.shp,62,121.7067526,2.170675264
Buffer_500.shp,63,113.8131161,1.381311613
Buffer_500.shp,64,127.2227524,2.722275237
Buffer_500.shp,65,123.8610436,2.386104356
Buffer_500.shp,66,115.3728788,1.537287884
Buffer_500.shp,67,110.6213846,1.062138457
Buffer_500.shp,68,111.4450587,1.144505873
Buffer_500.shp,69,131.4880124,3.148801238
Buffer_500.shp,7,84.04580677,-1.595419323
Buffer_500.shp,70,113.9249729,1.392497289
Buffer_500.shp,71,106.3236183,0.632361833
Buffer_500.shp,72,110.6967851,1.069678507
Buffer_500.shp,73,131.7727048,3.177270483
Buffer_500.shp,74,119.8840908,1.988409082
Buffer_500.shp,75,125.2713558,2.527135579
Buffer_500.shp,76,87.06573112,-1.293426888
Buffer_500.shp,77,112.7864017,1.278640169
Buffer_500.shp,78,132.3325398,3.233253983
Buffer_500.shp,79,132.3629075,3.236290747
Buffer_500.shp,8,111.4503683,1.145036833
Buffer_500.shp,80,133.0921803,3.309218034
Buffer_500.shp,81,129.3283442,2.93283442
Buffer_500.shp,82,131.1837173,3.118371728
Buffer_500.shp,83,117.2381142,1.723811416
Buffer_500.shp,84,117.8517255,1.785172548
Buffer_500.shp,85,109.9584581,0.995845814
Buffer_500.shp,86,134.9198403,3.491984029
Buffer_500.shp,87,131.8503387,3.185033868
Buffer_500.shp,88,130.5297233,3.052972335
Buffer_500.shp,89,80.2114168,-1.97885832
Buffer_500.shp,9,79.00005025,-2.099994975
Buffer_500.shp,90,108.2126282,0.821262817
Buffer_500.shp,91,110.4459199,1.044591993
Buffer_500.shp,92,113.369988,1.336998803
Buffer_500.shp,93,125.528542,2.552854202
Buffer_500.shp,94,125.7386967,2.573869675
Buffer_500.shp,95,125.9076362,2.590763621
Buffer_500.shp,96,112.0787788,1.207877878
Buffer_500.shp,97,92.26751021,-0.773248979
Buffer_500.shp,98,112.0580257,1.205802572
Buffer_500.shp,99,112.8063502,1.280635017
